trial.constant-baseline-average,1.0,1.56926401336e-16,-9.81125111355e-18,-3.13779323077e-17,-3.16169824755e-16,-2.97542641601e-16,-8.22580722288e-17,2.66427287714e-17,1.78763150148e-16,2.59728449606e-17,2.66427287714e-17,-5.41119753844e-17,8.0111247923e-17,0.0,5.30334112465e-17,5.32877586769e-17,-2.1286486601e-16,1.40950199398e-16,-2.18853727263e-16,0.0
trial.embeddings.bayesianridge,1.56926401336e-16,1.0,-0.0414275832288,0.489357185779,0.558371320789,0.51030738066,0.473367693168,0.499251222774,0.525376989061,0.496240495846,0.499251222774,0.50128030814,0.501928093945,0.504495989881,0.514100904421,0.516202451401,0.51968622925,0.491392686729,0.323041824979,0.368725087029
trial.generalsentiment,-9.81125111355e-18,-0.0414275832288,1.0,-0.0531403797309,-0.0636955604644,-0.0945356543899,0.0789587476634,0.0709703608915,0.0737468196361,0.0787907629443,0.0709703608915,0.0686231267206,0.0739151451281,0.0742241207802,0.0681594309667,0.068641746471,0.0669351974052,0.0722263386416,0.0738883219552,0.0605984622677
trial.gmm.c100.g12,-3.13779323077e-17,0.489357185779,-0.0531403797309,1.0,0.907535308232,0.805779391035,0.62767669492,0.663977247665,0.686731558211,0.660436212737,0.663977247665,0.666408452608,0.667668285033,0.670158462066,0.679109018924,0.68111556127,0.683435723852,0.631905726427,0.429013526879,0.525776947224
trial.greplabel,-3.16169824755e-16,0.558371320789,-0.0636955604644,0.907535308232,1.0,0.909587555351,0.665447468812,0.725686168577,0.747588516659,0.724592014483,0.725686168577,0.727135084947,0.73038839673,0.732192921503,0.740602573154,0.745012075556,0.747154696703,0.674821301838,0.447558734752,0.542483200741
trial.greplabel.zero,-2.97542641601e-16,0.51030738066,-0.0945356543899,0.805779391035,0.909587555351,1.0,0.609306120641,0.666634286683,0.680546490163,0.661318562769,0.666634286683,0.671365221972,0.672359509925,0.674673814477,0.678774365424,0.685585792338,0.689234158602,0.624628488413,0.41551944944,0.500717143908
trial.onetwothree_logistic,-8.22580722288e-17,0.473367693168,0.0789587476634,0.62767669492,0.665447468812,0.609306120641,1.0,0.97862685051,0.906405161273,0.969740104741,0.97862685051,0.977188378272,0.974922993141,0.973497924158,0.971238177274,0.965296122875,0.961422155117,0.987722639204,0.862534451992,0.913584334896
trial.ridge.baseline,2.66427287714e-17,0.499251222774,0.0709703608915,0.663977247665,0.725686168577,0.666634286683,0.97862685051,1.0,0.930066931714,0.993822086588,1.0,0.997627540023,0.997602129553,0.996869340257,0.991353171182,0.98714545725,0.984624326919,0.988356070597,0.811373964427,0.864485345956
trial.ridge.baseline.ngram-1,1.78763150148e-16,0.525376989061,0.0737468196361,0.686731558211,0.747588516659,0.680546490163,0.906405161273,0.930066931714,1.0,0.942530447283,0.930066931714,0.923974228953,0.933454811062,0.936352274591,0.94801680636,0.952132033301,0.955949904058,0.911053846613,0.698924248776,0.755032055724
trial.ridge.baseline.ngram-1-2,2.59728449606e-17,0.496240495846,0.0787907629443,0.660436212737,0.724592014483,0.661318562769,0.969740104741,0.993822086588,0.942530447283,1.0,0.993822086588,0.987107879738,0.992730015103,0.992639473952,0.981380672228,0.979477934427,0.978025014127,0.980428951005,0.785010090106,0.854142925604
trial.ridge.baseline.ngram-1-2-3,2.66427287714e-17,0.499251222774,0.0709703608915,0.663977247665,0.725686168577,0.666634286683,0.97862685051,1.0,0.930066931714,0.993822086588,1.0,0.997627540023,0.997602129553,0.996869340257,0.991353171182,0.98714545725,0.984624326919,0.988356070597,0.811373964427,0.864485345956
trial.ridge.baseline.ngram-1-2-3-4,-5.41119753844e-17,0.50128030814,0.0686231267206,0.666408452608,0.727135084947,0.671365221972,0.977188378272,0.997627540023,0.923974228953,0.987107879738,0.997627540023,1.0,0.998427940306,0.997313744861,0.991779286007,0.99041126188,0.987513250036,0.986751033818,0.820261541027,0.860805937388
trial.ridge.baseline.ngram-1-2-4,8.0111247923e-17,0.501928093945,0.0739151451281,0.667668285033,0.73038839673,0.672359509925,0.974922993141,0.997602129553,0.933454811062,0.992730015103,0.997602129553,0.998427940306,1.0,0.999162122087,0.99070038421,0.991422759216,0.989044851883,0.984830285581,0.806684883601,0.854552807903
trial.ridge.baseline.ngram-1-2-5,0.0,0.504495989881,0.0742241207802,0.670158462066,0.732192921503,0.674673814477,0.973497924158,0.996869340257,0.936352274591,0.992639473952,0.996869340257,0.997313744861,0.999162122087,1.0,0.990993226852,0.991501900341,0.990884307358,0.9834466131,0.805164608122,0.852351593179
trial.ridge.baseline.ngram-1-3,5.30334112465e-17,0.514100904421,0.0681594309667,0.679109018924,0.740602573154,0.678774365424,0.971238177274,0.991353171182,0.94801680636,0.981380672228,0.991353171182,0.991779286007,0.99070038421,0.990993226852,1.0,0.996419085936,0.994731017343,0.975035672369,0.796538375778,0.835533511952
trial.ridge.baseline.ngram-1-4,5.32877586769e-17,0.516202451401,0.068641746471,0.68111556127,0.745012075556,0.685585792338,0.965296122875,0.98714545725,0.952132033301,0.979477934427,0.98714545725,0.99041126188,0.991422759216,0.991501900341,0.996419085936,1.0,0.99871890155,0.969814860509,0.79087210854,0.825412973716
trial.ridge.baseline.ngram-1-5,-2.1286486601e-16,0.51968622925,0.0669351974052,0.683435723852,0.747154696703,0.689234158602,0.961422155117,0.984624326919,0.955949904058,0.978025014127,0.984624326919,0.987513250036,0.989044851883,0.990884307358,0.994731017343,0.99871890155,1.0,0.966615636025,0.786506363647,0.820822375467
trial.ridge.baseline.noGrep,1.40950199398e-16,0.491392686729,0.0722263386416,0.631905726427,0.674821301838,0.624628488413,0.987722639204,0.988356070597,0.911053846613,0.980428951005,0.988356070597,0.986751033818,0.984830285581,0.9834466131,0.975035672369,0.969814860509,0.966615636025,1.0,0.850389928813,0.89144069988
trial.three_logistic,-2.18853727263e-16,0.323041824979,0.0738883219552,0.429013526879,0.447558734752,0.41551944944,0.862534451992,0.811373964427,0.698924248776,0.785010090106,0.811373964427,0.820261541027,0.806684883601,0.805164608122,0.796538375778,0.79087210854,0.786506363647,0.850389928813,1.0,0.904675499639
trial.two_logistic,0.0,0.368725087029,0.0605984622677,0.525776947224,0.542483200741,0.500717143908,0.913584334896,0.864485345956,0.755032055724,0.854142925604,0.864485345956,0.860805937388,0.854552807903,0.852351593179,0.835533511952,0.825412973716,0.820822375467,0.89144069988,0.904675499639,1.0
